CNTSCHID,CNTSTUID,ST267Q01JA,ST267Q02JA,ST267Q03JA,ST267Q04JA,ST267Q05JA,ST267Q06JA,ST267Q07JA,ST267Q08JA,ST034Q01TA,ST034Q02TA,ST034Q03TA,ST034Q04TA,ST034Q05TA,ST034Q06TA,ST038Q03NA,ST038Q04NA,ST038Q05NA,ST038Q06NA,ST038Q07NA,ST038Q08NA,ST038Q09JA,ST038Q10JA,ST038Q11JA,ST265Q01JA,ST265Q02JA,ST265Q03JA,ST265Q04JA
60800092,60805336,Agree,Not Applicable,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Strongly disagree,Strongly disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800092,60805337,Strongly agree,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800083,60805338,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,A few times a year,A few times a year,Agree,Agree,Agree,Agree
60800091,60805339,Not Applicable,Agree,Not Applicable,Not Applicable,Agree,Agree,Strongly agree,Agree,Disagree,Agree,Agree,Not Applicable,Agree,Strongly agree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800115,60805340,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Not Applicable,Disagree,Disagree,Disagree,Disagree,Disagree,A few times a year,A few times a month,A few times a year,Never or almost never,A few times a year,A few times a year,A few times a month,A few times a year,Never or almost never,Agree,Strongly agree,Agree,Strongly Disagree
60800110,60805341,Agree,Disagree,Not Applicable,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Not Applicable,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Disagree,Agree,Agree,Agree
60800059,60805342,Not Applicable,Not Applicable,Not Applicable,Disagree,Disagree,Agree,Agree,Disagree,Not Applicable,Strongly agree,Agree,Strongly disagree,Agree,Disagree,A few times a year,Once a week or more,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,A few times a month,Agree,Agree,Agree,Agree
60800097,60805343,Strongly agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Not Applicable,No Response,No Response,Not Applicable,No Response,Disagree,Agree,Disagree,A few times a month,A few times a month,A few times a year,A few times a month,A few times a year,Once a week or more,A few times a year,A few times a year,A few times a month,Agree,Agree,Agree,Agree
60800038,60805344,Agree,Agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Disagree,Disagree,Disagree,Disagree,Not Applicable,Disagree,Agree,Once a week or more,Once a week or more,Never or almost never,A few times a month,Once a week or more,Never or almost never,A few times a year,Never or almost never,Once a week or more,Agree,Agree,Disagree,Disagree
60800159,60805345,Strongly agree,Not Applicable,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800148,60805346,Not Applicable,Disagree,Disagree,Disagree,Agree,Not Applicable,Not Applicable,Agree,Disagree,Agree,Agree,Disagree,Not Applicable,Disagree,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800023,60805347,Agree,Agree,Not Applicable,Disagree,Agree,Not Applicable,Agree,Not Applicable,Strongly disagree,Not Applicable,Agree,Strongly disagree,Disagree,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800109,60805348,Agree,Not Applicable,Agree,Agree,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Agree,Not Applicable,Agree,Agree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Disagree
60800180,60805350,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,Not Applicable,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Once a week or more,Once a week or more,Once a week or more,Agree,Agree,Agree,Agree
60800117,60805351,Strongly agree,Strongly agree,Not Applicable,Disagree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly agree,Not Applicable,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800146,60805352,Not Applicable,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,No Response,Agree,No Response,Agree,No Response,Not Applicable,A few times a year,No Response,A few times a year,No Response,Once a week or more,No Response,A few times a month,No Response,A few times a month,Agree,No Response,Agree,No Response
60800130,60805353,Strongly disagree,Strongly disagree,Not Applicable,Strongly disagree,Not Applicable,Not Applicable,Strongly disagree,Strongly disagree,Agree,Strongly agree,Strongly agree,Disagree,Not Applicable,Disagree,Never or almost never,No Response,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,A few times a year,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800156,60805354,Strongly agree,Strongly agree,Agree,Not Applicable,Not Applicable,Strongly agree,Not Applicable,Strongly disagree,Strongly agree,Strongly disagree,Not Applicable,Strongly agree,Disagree,Strongly agree,Never or almost never,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree
60800011,60805355,Strongly disagree,Disagree,Not Applicable,Not Applicable,Strongly disagree,Not Applicable,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Not Applicable,Strongly agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Once a week or more,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800015,60805356,Disagree,Not Applicable,Agree,Strongly agree,Not Applicable,Disagree,Not Applicable,Agree,Agree,Disagree,Agree,Agree,Agree,Not Applicable,A few times a year,A few times a month,A few times a year,A few times a year,A few times a month,A few times a year,A few times a month,Once a week or more,A few times a year,Strongly agree,Disagree,Strongly Disagree,Agree
60800043,60805357,Strongly agree,Not Applicable,Agree,Disagree,Agree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800049,60805358,Not Applicable,Agree,Agree,Agree,Agree,Not Applicable,Agree,Not Applicable,Disagree,Agree,Agree,Agree,Not Applicable,Disagree,Once a week or more,Once a week or more,Never or almost never,Never or almost never,Once a week or more,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Disagree,Disagree
60800004,60805359,Disagree,Strongly agree,Not Applicable,Strongly agree,Not Applicable,Not Applicable,Strongly disagree,Agree,Disagree,Strongly disagree,Not Applicable,Agree,Strongly disagree,Strongly disagree,Never or almost never,A few times a month,Once a week or more,A few times a year,Never or almost never,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Disagree,Strongly Disagree,Strongly Disagree,Disagree
60800148,60805360,Not Applicable,Not Applicable,Disagree,Agree,Agree,Not Applicable,Agree,Disagree,Disagree,Agree,Not Applicable,Disagree,Agree,Disagree,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800027,60805361,Agree,Not Applicable,Agree,Not Applicable,Agree,Not Applicable,Agree,Disagree,Disagree,Agree,Agree,Strongly agree,Agree,Not Applicable,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,Once a week or more,A few times a year,Never or almost never,Agree,Agree,Disagree,Disagree
60800029,60805362,Strongly agree,Not Applicable,Strongly agree,Strongly disagree,Not Applicable,Not Applicable,Strongly agree,Strongly disagree,Not Applicable,Strongly agree,Agree,Disagree,Agree,Strongly disagree,A few times a year,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800103,60805363,Not Applicable,Strongly agree,Strongly agree,Strongly disagree,Not Applicable,Strongly agree,Strongly agree,Not Applicable,Agree,Strongly disagree,Agree,Strongly agree,Agree,Not Applicable,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800031,60805364,Not Applicable,Agree,Agree,Not Applicable,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,Disagree,Agree,Disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,A few times a year,Never or almost never,A few times a year,Never or almost never,Never or almost never,Strongly agree,Strongly agree,Strongly agree,Strongly agree
60800149,60805365,Not Applicable,Not Applicable,Agree,Agree,Not Applicable,Agree,No Response,Agree,Agree,Not Applicable,Disagree,Disagree,Agree,Strongly disagree,Never or almost never,A few times a year,A few times a year,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
60800145,60805366,Strongly agree,Agree,Strongly agree,Agree,Not Applicable,Not Applicable,Agree,Not Applicable,Agree,Agree,Agree,Not Applicable,Agree,Agree,A few times a year,Once a week or more,Once a week or more,Never or almost never,Once a week or more,A few times a year,A few times a year,Never or almost never,Once a week or more,Agree,Agree,Agree,Agree
60800160,60805367,Agree,Not Applicable,Agree,Disagree,Disagree,Agree,Not Applicable,Not Applicable,Disagree,Not Applicable,Agree,Disagree,Disagree,Disagree,A few times a month,A few times a month,A few times a month,Never or almost never,A few times a month,Never or almost never,Never or almost never,Never or almost never,Never or almost never,Agree,Agree,Agree,Agree
